CUSTOMER_ID,SALUTATION,FIRST_NAME,LAST_NAME,BIRTH_DAY,BIRTH_MONTH,BIRTH_YEAR,BIRTH_COUNTRY,EMAIL_ADDRESS
O4WFF6KD,Ms.,Sam,Martinez,14,01,1953,India,sam.martinez@test.org
8EM9U3DG,Ms.,Morgan,Rodriguez,27,09,2004,USA,morgan.rodriguez@test.org
B0F7APRD,Mrs.,Casey,Smith,18,05,1962,Australia,casey.smith@company.net
4PT7QYD3,Dr.,Riley,Jones,13,08,1956,India,riley.jones@example.com
QD12H6EW,Dr.,Morgan,Davis,20,01,1995,Brazil,morgan.davis@test.org
LZU0OEW8,Mr.,Jordan,Davis,14,12,1960,USA,jordan.davis@example.com
QZOJNDL1,Dr.,Sam,Williams,11,03,1990,UK,sam.williams@test.org
DLXYZ026,Prof.,Taylor,Garcia,26,04,2003,USA,taylor.garcia@mail.com
S18KF1B0,Mrs.,John,Johnson,02,10,1956,Brazil,john.johnson@test.org
P8BCA1HZ,Mr.,Taylor,Jones,26,02,1984,USA,taylor.jones@mail.com
B3L1HY21,Ms.,Chris,Davis,28,11,1950,USA,chris.davis@company.net
F74EFGXY,Mrs.,Taylor,Miller,12,11,1961,India,taylor.miller@company.net
2NRMEDNU,Dr.,Chris,Smith,13,02,2002,Canada,chris.smith@mail.com
LUFMUAS5,Dr.,Morgan,Jones,12,11,2000,Australia,morgan.jones@test.org
PTE8I9LJ,Dr.,Chris,Miller,19,02,1997,China,chris.miller@mail.com
5VLFTS5P,Mrs.,John,Garcia,21,03,1953,Australia,john.garcia@example.com
QNMXTJM6,Dr.,Chris,Garcia,18,11,1978,UK,chris.garcia@company.net
VUQRHZR2,Prof.,Taylor,Miller,24,06,2002,UK,taylor.miller@mail.com
PROU8OJ2,Mr.,Morgan,Garcia,01,11,1965,India,morgan.garcia@company.net
EBZ8HDVZ,Ms.,Chris,Brown,14,07,1996,Japan,chris.brown@example.com
T5AYH9VW,Mr.,Chris,Jones,23,09,1990,India,chris.jones@company.net
M6LDP3VV,Mr.,John,Garcia,28,07,1954,France,john.garcia@company.net
04QL8JY2,Mrs.,Morgan,Jones,22,04,1969,France,morgan.jones@mail.com
LHYOAB9S,Dr.,Riley,Smith,05,11,1992,Germany,riley.smith@company.net
DDLY80N5,Dr.,Morgan,Jones,27,09,2000,France,morgan.jones@mail.com
AL3Y5IFK,Prof.,Casey,Garcia,01,06,1986,USA,casey.garcia@test.org
RJX2USYQ,Prof.,Casey,Rodriguez,15,06,2003,Australia,casey.rodriguez@company.net
B1SAEYXV,Mr.,Jane,Davis,25,12,2001,India,jane.davis@mail.com
CHQNVJ9O,Ms.,Morgan,Davis,09,07,1952,Canada,morgan.davis@example.com
H7RSDS16,Mr.,Taylor,Brown,21,06,1975,Canada,taylor.brown@example.com
T2LHUIN0,Mrs.,Alex,Johnson,02,10,2004,Japan,alex.johnson@mail.com
8E4EL6V2,Mrs.,Taylor,Rodriguez,04,04,1987,Japan,taylor.rodriguez@test.org
6SNNUUJ0,Mrs.,Morgan,Davis,12,05,1957,UK,morgan.davis@company.net
EAGPIT3S,Prof.,Casey,Smith,26,06,1973,Germany,casey.smith@example.com
NRRXACD1,Mr.,Riley,Johnson,28,01,1977,Brazil,riley.johnson@company.net
Q4TQDWLF,Dr.,John,Johnson,03,09,1978,Germany,john.johnson@test.org
QJ6DXUCO,Mrs.,Riley,Garcia,26,08,1988,India,riley.garcia@example.com
0VBWX57N,Ms.,Jordan,Johnson,09,01,2003,USA,jordan.johnson@example.com
M45XOESG,Ms.,Taylor,Johnson,04,06,1979,India,taylor.johnson@example.com
RX2EEXPO,Ms.,Jordan,Johnson,21,02,1991,India,jordan.johnson@company.net
YYH18Y13,Mr.,Taylor,Jones,16,12,1971,Brazil,taylor.jones@example.com
ZHBXYVZR,Prof.,Alex,Smith,24,06,1964,France,alex.smith@test.org
M46ZHGJK,Mr.,Jane,Williams,27,12,1987,India,jane.williams@mail.com
ADMQT212,Dr.,John,Jones,28,06,2001,Canada,john.jones@company.net
ZH75AXBX,Mrs.,Jordan,Jones,07,11,1950,China,jordan.jones@test.org
YNPTW4EG,Ms.,Jane,Davis,26,11,1950,Brazil,jane.davis@example.com
PKCE9Z3H,Dr.,Sam,Garcia,06,07,1957,France,sam.garcia@example.com
G31YBLV3,Ms.,Jordan,Johnson,11,06,1951,Brazil,jordan.johnson@example.com
26RQJORR,Mrs.,Alex,Williams,19,01,1976,Germany,alex.williams@example.com
G36YN99L,Mr.,Chris,Rodriguez,03,02,1988,China,chris.rodriguez@test.org
HUIA5CBY,Ms.,Jordan,Martinez,26,09,2004,Canada,jordan.martinez@test.org
VATJAEWW,Mr.,Taylor,Martinez,16,03,1957,France,taylor.martinez@company.net
24UABS6D,Mrs.,Chris,Garcia,22,11,1953,China,chris.garcia@company.net
DM7HVYJR,Mr.,Casey,Smith,06,11,1981,Germany,casey.smith@test.org
3HJG014D,Ms.,Jordan,Miller,22,05,1957,Japan,jordan.miller@example.com
IGA1RLLO,Dr.,Casey,Smith,06,02,1993,Australia,casey.smith@company.net
YWP513A1,Dr.,Alex,Miller,10,09,1999,Germany,alex.miller@example.com
BESDUF49,Mr.,Morgan,Williams,12,03,1986,Germany,morgan.williams@company.net
9EORZE1Q,Ms.,Sam,Garcia,17,11,1993,France,sam.garcia@company.net
4AHGZYNW,Mrs.,Morgan,Miller,20,12,1976,China,morgan.miller@test.org
9P1N16H2,Dr.,Alex,Garcia,16,04,1980,Brazil,alex.garcia@mail.com
W9L2R7ML,Mrs.,Taylor,Garcia,13,11,1958,Japan,taylor.garcia@example.com
18DLZI1X,Prof.,Chris,Williams,12,08,1985,USA,chris.williams@test.org
C05W8N2C,Mrs.,Jane,Miller,12,05,1987,UK,jane.miller@example.com
CVMWPR9O,Ms.,Casey,Davis,24,08,1966,China,casey.davis@example.com
PYMT7SOX,Mrs.,Chris,Williams,14,07,1994,India,chris.williams@company.net
IIEVCBUM,Dr.,Alex,Jones,09,02,1987,Canada,alex.jones@example.com
