ORDER_DATE,ORDER_TIME,ITEM_ID,ITEM_DESC,CUSTOMER_ID,SALUTATION,FIRST_NAME,LAST_NAME,STORE_ID,STORE_NAME,ORDER_QUANTITY,SALE_PRICE,DISCOUNT_AMT,COUPON_AMT,NET_PAID,NET_PAID_TAX,NET_PROFIT
2022-08-05,06:31:47,PIW9E524,Item HO4X5,IRZPSE0H,Mrs.,Jane,Rodriguez,6VGP46,SuperMart,2,214.0,40.94,6.7,166.36,16.64,21.32
2021-01-15,09:57:54,UR8Y0SFC,Item CF00E,1ZZU6Y1R,Ms.,John,Jones,CIOICO,MegaStore,1,92.07,16.49,4.44,71.14,7.11,8.79
2023-11-23,02:52:18,YQR0RGUB,Item 16Y7W,0LWETKL4,Ms.,Jane,Rodriguez,SV2R7U,QuickShop,5,231.22,13.57,9.64,208.01,20.8,48.48
2022-01-06,09:56:04,7BKACEAG,Item 9UX4B,EPVQ2AVQ,Mr.,John,Miller,U0BIX1,QuickShop,4,490.86,71.13,16.58,403.15,40.31,68.32
2022-07-29,17:08:35,4S01P05X,Item 5MOKG,NXV0YKM5,Dr.,Alex,Davis,EQDR6Y,QuickShop,5,363.32,31.67,22.58,309.07,30.91,60.17
2021-09-13,05:16:27,SEH5Y90P,Item NAI46,TYMDA8MR,Mr.,Jane,Davis,ILF5J8,DiscountDepot,1,135.28,7.48,6.49,121.31,12.13,28.01
2023-08-23,10:21:42,H82NMHB4,Item 6TGQZ,S1TGXO10,Mr.,Casey,Williams,MEP140,SuperMart,1,459.53,42.17,20.22,397.14,39.71,81.71
2022-12-23,00:57:36,LMGWM2D9,Item ZRJ6A,08YSTHV4,Prof.,John,Rodriguez,CIUBRD,DiscountDepot,4,221.74,39.43,8.23,174.08,17.41,23.63
2021-03-26,02:19:43,ZOCTI86E,Item 0N7XL,UM0GZ9EP,Mr.,Riley,Martinez,5OOFQ7,DailyNeeds,1,106.76,12.26,5.15,89.35,8.94,16.35
2023-09-08,04:56:16,7FY8BA2M,Item F8VVQ,JSK1AE7V,Ms.,Jordan,Smith,F41HUC,SuperMart,4,122.97,23.33,1.68,97.96,9.8,14.38
2023-12-01,05:31:42,2MG18K5V,Item DY4M6,CDBAE7YU,Ms.,Jane,Johnson,FKCX5E,MegaStore,5,300.64,38.06,4.24,258.34,25.83,52.13
2021-03-13,06:38:10,7676IOFC,Item Y8WGC,GXG2PEWG,Mrs.,Riley,Davis,CQZIZ1,DiscountDepot,1,187.41,34.62,16.62,136.17,13.62,10.1
2021-01-12,19:24:48,WRWE9BAP,Item Q215T,LG8JH4J0,Mr.,Morgan,Garcia,SHNP5Y,DailyNeeds,2,404.87,27.64,17.04,360.19,36.02,81.25
2021-09-23,08:42:18,EAO2R65I,Item C42HJ,VK9JLZKM,Prof.,Casey,Rodriguez,DSDZNO,QuickShop,5,474.18,76.19,43.66,354.33,35.43,34.39
2022-12-29,19:26:56,YILIJZKY,Item MQDWT,NBHJL3NX,Dr.,Chris,Williams,Q3ZSB0,DailyNeeds,4,209.55,24.73,9.33,175.49,17.55,32.21
2021-06-01,16:33:11,8LJ0COF4,Item CSNU1,FJL5ATXB,Prof.,Sam,Brown,M6LDNP,DiscountDepot,2,132.01,22.26,5.29,104.46,10.45,14.8
2022-08-23,01:00:58,2V713HPO,Item 4DN6D,230W7IHO,Dr.,Taylor,Williams,ADZ23R,DailyNeeds,1,311.04,37.88,26.31,246.85,24.69,35.54
